1.647374713040979710e+00 6.323608343881184979e+00 8.072848027068749488e+00
1.685097252837180148e+00 5.904899221087440253e+00 8.106133378159206870e+00
2.948374186247153972e+00 5.937606042430977560e+00 4.718714294864282621e+00
3.630478285027446184e+00 6.624583830656817440e+00 4.762481740103700290e+00
-4.688815568763238240e-02 9.947986133613236914e-01 1.002382987717087115e+00
1.738758802036597828e+00 5.410045555261581818e+00 8.047141571883873468e+00
2.482320513064689038e+00 6.550502953781525584e+00 7.446219784473401049e+00
1.516861504494202428e-01 6.798822714336016926e-01 9.902233519299961095e-01
7.551017054561148800e-01 1.092096510594450010e+00 5.964838778587326917e-01
3.042816868158843668e+00 5.647922368730689868e+00 4.740491240073771984e+00
9.986499300811138014e-01 1.531160747465540872e+00 8.593722641385422856e-01
2.635122991305960394e+00 6.411342156121238922e+00 7.555283370595086367e+00
9.961706521406000769e-01 2.742360116923339586e+00 3.427433722484610534e+00
2.061512255242337943e+00 5.358380052989251574e+00 8.860712612568843127e+00
1.882417651072708420e+00 6.120666603648746928e+00 8.547895832979678588e+00
6.949815702331079148e-01 2.691856684742229611e+00 3.814491136937454119e+00
1.908488719724959592e+00 5.634927852511019353e+00 8.499871696030419699e+00
3.598362974193260122e+00 6.824135686554704705e+00 5.674721844191048525e+00
6.181414152103983373e-01 1.085187920477011847e+00 1.684973937027051116e+00
1.132642631750371942e+00 2.318446835279697638e+00 3.640152791582758507e+00
2.023726598654793651e+00 6.863401565950744576e+00 5.794609572580511347e+00
9.640409110309726692e-01 3.418964469118457306e+00 3.007201542287550211e+00
-1.236449024225221294e-01 3.160835132042298046e+00 2.351049808622656556e+00
2.631273822797033368e-01 2.401339628991876030e+00 2.833677287704601699e+00
2.231121029174615966e+00 5.749812131245890967e+00 5.798671577739490601e+00
4.907660140050177366e-01 3.312107778489392640e+00 3.587744035581694302e+00
1.948995852199489009e+00 6.028494577311625413e+00 7.677320969039321596e+00
2.395977820101494515e+00 6.033965865480854340e+00 7.859478502653250764e+00
3.641866678622046827e+00 5.461389774745923020e+00 4.880349144275736961e+00
1.230518083376560767e+00 3.306298885316599545e+00 2.700167654767014813e+00
1.198829695861282074e+00 1.121175347531639943e+00 1.198268148962825741e+00
3.054780552497103896e-01 5.723064953377193786e-01 7.264354772034760099e-01
9.899458249655688213e-01 1.854798893160078066e+00 4.458830982110932872e-01
1.249545138363528318e+00 1.093015430820075018e+00 1.437302456241031923e+00
1.358516897407137325e+00 1.362036886368610755e+00 1.404995246514995300e+00
1.316953482948959753e+00 2.572333367339914911e+00 3.066256389235065161e+00
1.889719017988424676e+00 6.259752453665715421e+00 7.552601928900414485e+00
7.048053543745815830e-01 1.215781568122506373e+00 1.994424004855945842e-01
1.456540785528908755e+00 2.882821918954562523e+00 2.579194727328289360e+00
3.111518389177276411e+00 6.065827201183663142e+00 8.261563735230584626e+00
1.588601497542621033e+00 1.043668824240737258e+00 1.000707751044931593e+00
5.923967947305233128e-01 2.262334932881875815e+00 3.299227564710229377e+00
1.419173228582333302e+00 3.580438659960039516e+00 1.682683713124589531e+00
2.611538164727250422e+00 5.876821369199537237e+00 4.499747309719941413e+00
5.080087911176673909e-01 4.240309663460098966e-01 1.006104427089378639e+00
1.328638064967730958e-01 3.167420174448173142e+00 2.651092226644840011e+00
1.312005808476296664e+00 3.164532355132561037e+00 2.420069618590117599e+00
2.239224157369870127e+00 5.291905725286029316e+00 8.298265152889186425e+00
3.166470264520353961e+00 6.168429498939295819e+00 4.313177738111784620e+00
1.015570267663551629e+00 3.269828146056681373e+00 3.221332661310421397e+00
5.772532071923874852e-01 2.490536393740345744e+00 2.916648581606694268e+00
1.676755658160059781e+00 5.283994623827528159e+00 6.943766277117246588e+00
1.470882060677575653e+00 8.059949772514529709e-02 1.319853699156017690e+00
1.877516295714788619e+00 2.315519263193765997e+00 2.836002264941877460e+00
1.120255933497595002e+00 5.804540822513537535e-02 9.398377467232298388e-01
9.938698073472134187e-01 7.959803221976249343e-01 1.535273039824760044e+00
5.661294006204801166e-01 2.274016591744386417e+00 3.592898081941872768e+00
1.302976148996081385e+00 3.380484755741753222e+00 2.536969226704318014e+00
2.811758892888599703e+00 6.475431979343342803e+00 5.361100876357728140e+00
1.574797594799450584e+00 6.201526967947669888e+00 7.081770763897109688e+00
1.787909952059329566e+00 5.913078822948651947e+00 9.028666639530269933e+00
2.906614603103375050e+00 6.456336490139652717e+00 4.399244793489394567e+00
3.693006895341820695e+00 6.930422435727681574e+00 4.699185130264495136e+00
4.882940584473318690e-01 1.235905062198195292e+00 5.927703709393361553e-01
1.404686267420016454e+00 3.230695987392410817e+00 3.059928014275193675e+00
1.814814792634916296e+00 6.204872835860654412e+00 8.016369797933361241e+00
1.184128852662468701e+00 8.334242880027473710e-01 1.583381497832043516e+00
1.668663870609365496e+00 7.541579317305673325e-01 1.967381540252357564e-01
1.779477493185096071e+00 6.038413168380090568e+00 4.799068204055845221e+00
1.253637816985486042e+00 8.282864358228385626e-01 1.240801754734237594e+00
5.709090936843936870e-01 2.215807538337138283e+00 3.201295841472152404e+00
1.486530937050827728e+00 1.559259007255496599e+00 1.630187406333952538e+00
3.880279260595364654e+00 5.926928366263775061e+00 5.979475027053570813e+00
2.590193183237704755e+00 6.083183159623541059e+00 4.173188891408457835e+00
3.468795167411174329e+00 5.799635029780202622e+00 4.230664366508743335e+00
1.329450644451336316e+00 6.138251858593553933e+00 7.108071925583601569e+00
1.166455176179016284e+00 5.328712763443572697e-01 2.190414159534201044e+00
1.293833089332630637e+00 2.744412949757844444e+00 2.856139562009517796e+00
1.567512273318275140e+00 3.441167178468243826e+00 2.446439245512593619e+00
2.178363008497386843e+00 5.775534319714720866e+00 8.227209847228019512e+00
1.250309123678503997e+00 4.527873615990325451e-01 1.064007011189069818e+00
3.143012347325844225e+00 6.521075168747459294e+00 4.818062103959945830e+00
2.847674422856634191e+00 6.372885500631622513e+00 8.265431178321168915e+00
-3.092531186255769171e-01 1.786358138005957885e+00 5.409810468829571173e-01
5.444509661228014163e-01 1.453827129136585183e+00 1.061364469471743233e+00
1.330590941656895509e+00 1.075406652923086570e+00 1.384416485356637860e+00
3.390556369327986097e+00 5.488432364311873535e+00 4.364824560853280744e+00
2.681444805994822822e+00 6.115876502325047426e+00 5.218454206540254603e+00
2.411288159587298363e+00 5.821073730289720416e+00 4.872093694304948208e+00
3.008787056983255326e+00 5.997758468314630775e+00 7.798754672606224680e+00
2.292077352958064917e+00 5.798730957969605804e+00 3.945404227820644039e+00
6.568500152581983054e-01 3.311752010405217383e+00 2.834343693048375634e+00
2.465227854360642290e+00 6.702985618332872875e+00 8.072022960316470375e+00
1.839083624104934644e+00 6.069247687224892829e+00 8.146470105251394145e+00
1.278834831001519401e+00 3.151051847448981036e+00 3.406170311173127185e+00
1.006242542013547681e+00 5.958508451251177895e+00 8.062904325234658387e+00
2.163076406451069911e+00 6.973717174365942739e+00 7.522619970631093445e+00
